234	276	446	478
445	461	431	478
268	441	298	472
222	456	202	461
298	441	204	481
298	466	441	481
315	242	111	449
193	452	188	468
272	39	458	489
441	466	298	472
277	457	39	489
113	114	463	476
305	299	440	480
433	436	428	460
436	454	343	479
155	282	158	487
450	477	325	484
252	249	442	464
182	477	443	484
440	473	43	480
287	283	152	467
214	303	297	451
217	134	313	463
245	447	342	476
192	186	191	443
303	451	438	489
114	432	115	463
41	40	303	438
299	455	280	472
445	458	435	469
315	120	131	449
279	278	464	486
215	283	467	483
169	168	170	491
427	443	442	481
279	43	44	486
234	446	276	457
268	204	298	441
295	214	200	480
253	296	279	437
290	474	434	475
188	468	452	482
331	330	41	438
219	448	221	452
211	213	440	466
120	107	316	449
232	447	35	461
302	458	292	483
428	436	433	450
454	459	436	485
346	351	454	485
162	302	292	483
200	280	299	455
243	342	447	449
430	458	451	483
166	164	165	451
155	154	153	465
232	136	35	447
148	263	456	469
37	128	36	478
429	440	437	441
311	439	262	490
168	266	206	475
451	458	430	489
437	440	427	441
437	440	429	473
333	471	184	494
429	482	468	491
179	442	180	484
271	445	203	458
434	438	429	455
243	342	245	447
118	125	110	453
281	195	193	474
315	111	120	449
230	310	343	485
252	464	442	494
179	269	182	484
429	438	434	452
47	137	48	460
290	161	474	475
164	451	302	483
256	459	450	462
467	474	161	475
277	39	121	489
442	443	427	444
118	242	125	453
326	442	251	484
315	240	242	449
203	271	141	445
256	450	254	462
167	472	455	491
168	167	165	455
205	187	284	468
166	199	451	455
215	283	287	467
264	134	217	463
333	442	178	471
303	297	451	489
436	454	433	459
333	265	442	494
319	439	311	453
167	172	472	491
240	238	439	449
428	443	442	444
428	444	442	488
144	145	143	469
195	448	474	492
289	341	296	473
427	464	486	494
292	458	145	483
332	311	319	439
240	238	239	439
270	156	160	467
294	481	443	493
42	43	473	480
111	118	110	453
190	300	230	436
198	325	307	477
131	120	316	449
258	437	253	494
429	441	437	482
311	262	212	490
190	436	230	479
145	292	143	458
142	456	263	469
174	177	441	471
272	458	273	489
294	466	481	493
42	473	438	480
213	466	208	493
325	257	322	450
316	449	107	476
440	441	429	472
279	278	253	464
211	208	213	466
121	489	448	492
435	445	431	446
444	464	442	488
300	436	190	477
178	333	180	442
242	315	111	118
187	193	188	468
430	457	435	467
146	144	148	469
164	302	162	483
34	321	135	476
314	459	256	462
255	251	450	484
213	293	486	493
179	178	180	442
428	477	443	479
177	178	179	471
346	350	351	485
207	209	231	479
322	450	257	459
41	438	42	473
149	148	150	490
263	142	202	456
316	342	449	476
115	449	111	453
285	42	438	480
162	292	145	483
108	313	134	463
113	114	115	463
272	273	124	489
219	201	448	452
298	294	466	481
431	478	447	487
177	441	471	481
122	440	43	480
267	441	177	481
252	249	265	442
190	477	436	479
250	251	249	470
305	211	213	440
194	188	193	452
136	447	245	476
311	332	262	439
166	200	199	455
36	232	35	461
444	486	293	493
148	456	197	490
316	107	309	476
197	217	212	456
254	450	251	470
429	452	434	468
285	438	214	480
43	440	275	486
433	454	436	460
113	109	114	476
270	161	467	474
331	438	41	473
356	308	347	462
156	154	155	467
434	430	448	451
442	444	427	464
174	177	267	441
450	470	428	484
435	446	431	465
344	351	353	454
294	443	192	493
154	152	153	465
431	445	435	469
431	469	465	490
427	441	440	466
441	472	268	491
36	128	232	478
430	489	457	492
253	258	296	437
266	165	163	475
467	474	430	492
243	447	238	449
281	193	205	474
192	294	186	443
167	169	172	491
307	322	126	485
322	459	126	485
35	34	135	476
195	474	286	492
291	215	467	475
141	140	142	469
42	122	43	480
271	203	272	458
41	285	42	438
252	248	249	464
298	204	294	481
294	183	443	481
290	291	161	475
189	457	338	492
293	207	231	444
265	252	442	494
236	447	233	478
295	200	299	480
346	355	133	454
456	461	431	469
304	466	211	472
316	309	342	476
185	443	182	477
268	267	204	441
217	313	218	453
287	152	154	467
261	337	260	470
45	464	444	488
130	225	46	488
276	37	445	478
435	457	430	458
219	221	201	452
348	126	349	459
428	450	433	470
302	273	292	458
328	450	325	484
159	332	439	490
454	460	226	479
314	345	349	459
435	465	431	469
452	473	289	482
177	179	181	481
195	281	286	474
358	345	314	462
215	467	475	483
236	238	243	447
136	245	342	476
204	441	267	481
197	456	212	490
333	184	265	494
336	288	437	471
428	460	436	479
276	445	38	457
174	441	171	491
291	215	287	467
172	268	298	472
188	452	194	482
115	453	116	463
431	456	469	490
440	466	441	472
299	304	211	472
270	290	161	474
279	44	278	486
276	128	37	478
173	174	171	491
300	307	436	477
186	443	185	477
231	226	460	479
214	297	199	451
336	471	437	494
433	460	428	470
43	275	44	486
201	195	448	452
215	147	283	483
430	458	457	489
202	224	264	456
439	487	159	490
434	448	438	451
295	285	214	480
434	448	430	474
291	467	161	475
236	233	235	478
331	41	42	473
429	437	473	482
34	109	321	476
338	457	220	492
129	247	248	488
129	248	464	488
132	256	254	462
246	138	261	470
232	245	136	447
293	207	444	493
435	458	430	483
325	477	198	484
126	259	349	459
466	486	427	493
227	344	320	454
314	256	132	462
167	280	455	472
314	345	459	462
250	249	247	470
435	430	467	483
275	440	213	486
135	139	35	461
430	451	434	475
183	182	185	443
314	349	259	459
129	464	45	488
228	343	454	479
444	464	45	486
223	112	119	463
332	319	241	439
46	460	47	488
166	199	164	451
312	308	356	462
427	466	440	486
450	459	433	462
439	449	432	453
254	251	250	470
442	443	428	484
313	116	218	453
241	240	239	439
234	276	306	457
438	451	448	489
439	447	432	449
358	314	132	462
167	172	280	472
262	439	332	490
210	466	294	493
226	454	137	460
140	222	202	461
442	427	471	494
148	263	197	456
186	185	190	477
445	446	435	457
149	151	465	490
150	148	197	490
434	451	438	455
171	174	267	441
445	457	435	458
335	159	439	487
335	159	332	439
135	222	139	461
431	447	439	487
297	124	273	489
233	447	232	478
234	446	235	478
174	176	177	471
340	437	196	482
115	114	111	449
39	277	38	457
255	326	251	484
340	336	196	437
274	213	293	486
225	460	46	488
294	183	186	443
224	222	223	463
120	111	107	449
119	108	317	463
324	109	34	476
45	444	130	488
341	289	221	473
268	171	267	441
230	436	301	485
195	216	448	492
196	437	336	482
257	450	256	459
259	322	257	459
307	301	436	485
159	487	465	490
271	127	141	445
231	209	226	479
165	167	166	455
436	460	454	479
346	351	355	454
446	478	431	487
274	293	444	486
108	115	116	463
244	306	189	457
171	441	268	491
40	448	121	489
269	325	198	484
195	194	193	452
437	441	427	471
257	325	328	450
251	326	265	442
149	150	151	490
429	473	440	480
218	212	217	453
189	306	338	457
121	40	330	448
188	175	468	482
336	437	288	482
438	448	434	452
434	474	430	475
172	268	472	491
289	452	221	473
227	320	137	454
439	456	431	490
249	251	265	442
432	449	447	476
228	229	343	479
153	465	159	487
318	355	344	454
282	153	159	487
292	203	143	458
436	450	428	477
229	190	230	479
228	454	226	479
246	46	47	488
431	461	447	478
433	450	436	459
157	155	158	446
275	305	213	440
207	191	209	479
123	296	341	473
264	224	134	463
45	464	278	486
159	262	332	490
303	214	285	438
187	188	175	468
429	455	438	480
38	276	37	445
127	36	139	461
254	255	251	450
242	319	125	453
158	339	237	487
148	144	263	469
43	122	275	440
429	472	455	480
271	38	37	445
218	110	125	453
243	316	342	449
151	159	465	490
427	444	443	493
274	444	45	486
186	183	185	443
270	161	156	467
184	471	336	494
117	309	107	476
130	293	231	444
438	452	429	473
443	477	428	484
220	338	306	457
107	449	114	476
119	112	113	463
127	139	140	461
298	466	304	472
194	452	289	482
272	124	39	489
236	243	245	447
129	278	45	464
160	286	474	492
440	472	429	480
300	198	307	477
108	19	119	317
340	196	289	482
179	180	269	484
116	110	218	453
296	258	340	437
213	208	293	493
160	286	281	474
110	115	111	453
298	294	210	466
126	459	348	485
300	307	301	436
303	285	41	438
274	130	45	444
303	124	297	489
211	210	208	466
344	227	318	454
305	440	122	480
265	184	329	494
45	130	46	488
195	286	216	492
46	225	47	460
335	439	239	487
170	468	173	491
431	446	445	478
336	184	288	471
300	301	230	436
123	42	43	473
259	257	256	459
324	117	109	476
448	451	430	489
260	254	250	470
121	448	216	492
235	234	244	446
333	178	184	471
271	37	127	445
107	111	114	449
210	208	466	493
197	264	217	456
266	163	215	475
196	336	288	482
122	305	275	440
215	475	163	483
442	464	427	494
195	216	201	448
305	295	299	480
431	465	446	487
180	442	326	484
139	36	35	461
239	335	241	439
310	357	346	485
427	443	481	493
163	164	162	483
333	326	180	442
226	227	137	454
428	477	450	484
121	330	219	448
291	287	161	467
225	231	226	460
20	119	223	112
317	223	119	463
334	357	310	485
162	145	147	483
428	470	460	488
345	352	459	462
232	233	245	447
451	475	430	483
132	254	260	462
327	235	244	446
233	232	128	478
220	121	216	492
126	357	334	485
430	474	467	475
427	481	466	493
150	197	212	490
294	204	183	481
131	240	315	449
216	219	201	448
126	348	357	485
274	293	130	444
335	332	241	439
438	473	429	480
199	297	302	451
429	473	452	482
44	45	278	486
290	206	291	475
164	199	302	451
210	294	192	493
329	184	336	494
172	298	304	472
126	322	259	459
239	237	339	487
308	312	337	462
173	170	284	468
246	470	247	488
218	311	212	453
16	110	125	218
429	455	472	491
230	301	310	485
196	194	289	482
143	141	142	469
153	151	159	465
267	177	181	481
256	314	259	459
170	173	171	491
318	133	355	454
245	233	236	447
430	448	489	492
356	358	24	462
441	429	472	491
35	136	34	476
441	466	427	481
252	253	464	494
209	228	226	479
23	347	356	308
109	34	0	324
255	450	328	484
258	336	340	437
201	221	289	452
277	276	38	457
201	194	195	452
436	477	428	479
355	351	344	454
336	437	258	494
350	345	352	459
152	149	151	465
172	169	268	491
185	182	198	477
16	110	218	116
444	427	486	493
140	139	222	461
280	200	166	455
427	471	441	481
327	157	158	446
427	437	471	494
317	108	134	463
293	208	207	493
333	265	326	442
269	328	325	484
173	187	175	468
151	262	159	490
216	121	219	448
347	352	356	462
427	464	444	486
129	248	278	464
248	252	253	464
273	272	203	458
205	290	270	474
334	126	28	357
144	142	263	469
452	468	429	482
131	316	243	449
348	28	126	357
358	25	132	314
288	184	176	471
303	40	124	489
312	23	356	308
439	431	487	490
285	122	42	480
201	289	194	452
430	475	467	483
275	213	274	486
211	304	210	466
257	328	255	450
304	298	210	466
160	281	270	474
265	329	252	494
319	311	125	453
307	126	301	485
291	266	215	475
327	244	157	446
316	11	309	107
348	459	350	485
240	131	238	449
280	166	167	455
345	348	349	459
345	25	358	314
126	27	349	259
228	343	133	454
276	234	128	478
40	121	39	489
261	247	246	470
108	313	18	134
260	250	261	470
32	227	318	344
20	119	317	223
273	203	292	458
188	288	175	482
310	29	346	357
19	108	134	317
133	30	346	310
430	474	448	492
108	113	115	463
255	180	326	484
348	126	27	349
173	284	187	468
15	110	118	125
206	266	291	475
29	310	334	357
131	243	238	449
118	242	15	125
315	242	14	118
129	45	46	488
263	202	264	456
299	280	304	472
144	143	142	469
256	255	254	450
129	246	247	488
324	0	109	117
152	151	153	465
131	120	12	316
262	150	212	490
314	349	26	259
339	158	282	487
355	32	318	344
196	188	194	482
185	300	190	477
306	277	220	457
345	349	26	314
465	487	431	490
161	287	154	467
277	306	276	457
305	122	295	480
316	120	12	107
278	248	253	464
204	181	183	481
132	24	358	462
160	189	286	492
136	342	309	476
312	356	24	462
345	358	352	462
348	346	357	485
47	225	137	460
346	348	350	485
191	190	229	479
281	205	270	474
226	228	227	454
13	315	120	131
318	228	133	454
204	267	181	481
208	192	207	493
263	264	197	456
256	257	255	450
156	161	154	467
170	171	169	491
44	274	45	486
255	328	180	484
225	226	137	460
335	282	159	487
218	125	311	453
321	34	0	109
209	229	228	479
18	313	108	116
280	172	304	472
210	192	208	493
341	221	331	473
169	171	268	491
111	315	14	118
117	324	309	476
11	117	309	107
261	250	247	470
346	355	30	133
116	115	110	453
215	163	147	483
177	176	178	471
285	295	122	480
350	348	345	459
224	223	317	463
120	315	13	111
329	336	258	494
151	150	262	490
117	107	114	476
198	300	185	477
228	318	227	454
189	338	286	492
44	275	274	486
46	246	129	488
338	220	216	492
40	39	124	489
188	196	288	482
312	260	337	462
117	114	109	476
313	17	218	116
308	22	347	323
22	347	323	354
132	312	24	462
335	239	339	487
317	134	224	463
119	113	108	463
33	354	320	344
163	162	147	483
136	309	324	476
252	258	253	494
123	331	42	473
233	234	235	478
209	191	229	479
180	328	269	484
218	17	16	116
335	339	282	487
136	324	34	476
21	321	109	112
176	184	178	471
123	341	331	473
227	33	320	344
233	128	234	478
352	358	356	462
18	19	108	134
334	310	301	485
312	132	260	462
126	334	301	485
252	329	258	494
349	27	26	259
227	32	33	344
338	216	286	492
223	21	20	112
24	25	132	358
30	29	346	310
126	27	28	348
321	21	223	112
15	14	242	118
48	1	323	354
120	12	13	131
354	48	1	320
10	0	324	117
347	23	22	308
15	16	110	125
316	12	11	107
315	14	13	111
26	25	345	314
117	324	10	309
313	18	17	116
0	21	321	109
10	11	117	309
31	30	355	133
323	1	22	354
355	318	31	133
119	19	20	317
24	23	356	312
31	32	318	355
354	1	33	320
28	29	334	357
473	279	296	437
473	296	279	123
473	279	43	123
473	43	279	440
491	175	173	174
491	173	175	468
457	157	244	446
457	244	157	189
491	434	429	455
491	429	434	468
453	490	311	212
311	490	453	439
482	491	175	468
175	491	482	441
471	174	175	441
471	175	174	176
459	462	350	433
459	350	462	352
353	350	462	433
353	462	350	352
302	489	297	273
297	489	302	451
485	133	343	454
485	343	133	310
478	237	446	235
478	446	237	487
327	446	237	235
470	47	488	246
470	488	47	460
460	138	48	47
460	48	138	433
455	214	480	200
455	480	214	438
470	337	138	261
470	138	337	433
182	481	183	181
183	481	182	443
470	462	337	260
470	337	462	433
491	167	168	455
491	168	167	169
230	479	343	229
343	479	230	436
457	244	234	446
457	234	244	306
487	153	155	282
487	155	153	465
198	484	182	269
182	484	198	477
446	237	158	327
446	158	237	487
397	404	403	497
397	497	403	498
403	497	105	498
90	403	105	498
404	396	403	497
399	104	394	495
403	396	105	497
397	403	415	498
411	399	394	495
415	403	90	498
392	495	85	499
86	392	398	495
420	392	85	499
104	495	399	498
84	496	393	499
83	401	393	496
102	496	500	501
352	496	358	501
411	399	495	498
345	497	352	501
497	498	350	500
417	495	392	499
102	500	497	501
410	358	356	496
84	393	419	499
86	85	392	495
390	87	402	501
344	495	417	499
358	496	410	501
352	358	345	501
350	352	497	500
352	353	496	500
393	496	418	499
417	392	420	499
407	418	393	496
408	392	417	495
83	393	84	496
348	350	497	498
408	417	344	495
406	356	407	496
347	352	353	496
103	496	102	501
356	406	410	496
85	495	101	499
390	87	75	402
398	81	392	86
407	393	401	496
353	499	496	500
87	497	402	501
395	103	400	501
347	418	407	496
346	348	357	498
347	407	356	496
347	496	353	499
346	413	411	498
353	495	344	499
418	496	347	499
88	87	390	501
395	496	103	501
345	358	414	501
394	405	411	495
405	408	344	495
358	410	414	501
392	408	398	495
401	72	83	393
345	350	352	497
416	357	397	498
495	499	353	500
105	396	87	497
420	106	70	499
101	499	495	500
404	409	396	497
351	495	353	500
391	415	89	498
353	351	344	495
99	102	496	500
70	106	419	499
396	402	87	497
356	358	352	496
355	411	495	498
395	410	496	501
100	101	495	500
394	104	86	495
100	498	497	500
87	390	75	88
105	497	100	498
393	418	419	499
394	86	398	495
100	497	102	500
89	391	78	415
85	392	81	86
351	350	498	500
100	101	104	495
86	101	85	495
411	413	399	498
395	400	410	501
351	498	495	500
102	497	87	501
406	395	410	496
349	412	409	497
106	420	85	499
348	346	350	498
85	101	106	499
100	495	498	500
346	30	411	413
400	395	7	103
354	344	417	499
403	8	105	396
9	394	399	104
345	412	349	497
396	409	402	497
394	398	405	495
355	411	405	495
355	495	351	498
102	103	99	496
344	355	405	495
393	72	83	84
355	346	411	498
84	99	496	499
89	104	399	498
101	99	499	500
415	90	89	498
100	495	104	498
390	402	412	501
102	100	105	497
83	103	395	496
84	419	106	499
402	497	412	501
351	350	346	498
401	83	395	496
88	102	87	501
407	401	406	496
414	412	345	501
397	357	28	404
416	346	357	498
395	406	401	496
405	408	32	344
412	497	345	501
399	391	89	498
415	78	89	90
405	398	408	495
406	356	23	407
399	413	391	498
409	404	27	349
353	344	354	499
416	397	415	498
356	352	347	496
99	496	499	500
347	23	356	407
357	348	28	404
352	350	353	500
354	418	347	499
358	25	345	414
84	106	99	499
412	402	409	497
83	84	99	496
400	103	88	501
346	30	355	411
346	355	351	498
106	101	99	499
90	105	100	498
99	100	102	500
348	345	349	497
100	99	101	500
404	348	27	349
346	416	413	498
416	415	391	498
355	405	32	344
354	70	418	499
347	353	354	499
417	420	70	499
354	417	70	499
105	87	102	497
7	400	103	88
8	105	396	87
394	9	86	104
101	86	104	495
84	419	6	106
85	6	420	106
83	7	395	103
104	399	9	89
345	348	350	497
90	8	105	403
414	25	345	412
70	419	418	499
358	410	25	414
413	346	30	416
89	90	100	498
344	351	355	495
406	24	356	410
416	346	29	357
24	356	410	358
351	353	350	500
88	390	400	501
391	413	416	498
33	417	354	344
417	33	408	344
400	414	410	501
26	349	345	412
400	88	74	390
418	347	22	354
398	80	86	394
70	418	1	354
83	395	73	401
87	396	76	402
89	399	79	391
357	29	416	397
99	103	83	496
7	400	88	74
76	8	396	87
390	412	414	501
417	70	1	354
86	80	9	394
88	103	102	501
73	7	395	83
89	399	9	79
346	29	30	416
349	26	409	412
347	22	23	407
25	26	345	412
348	27	28	404
31	405	355	411
28	29	357	397
77	8	90	403
77	90	415	403
407	347	22	418
89	100	104	498
400	390	414	501
82	6	420	85
355	30	31	411
6	71	419	84
405	32	31	355
408	33	32	344
88	74	390	75
81	398	80	86
22	1	418	354
356	23	24	406
72	83	73	401
82	85	392	81
75	87	76	402
72	393	71	84
85	420	82	392
391	79	89	78
410	25	24	358
409	27	26	349
417	1	33	354
419	71	393	84
90	415	78	77
357	404	497	348
497	404	357	397
497	498	357	348
357	498	497	397
500	501	352	497
352	501	500	496
404	349	497	348
497	349	404	409
6	70	106	419
6	106	70	420
