0	37	71
0	37	868
0	37	905
0	58	71
0	58	864
0	58	948
0	71	905
0	71	948
0	864	895
0	864	948
0	868	895
0	868	905
0	868	948
0	895	948
0	905	948
1	2	359
1	2	859
1	2	954
1	36	362
1	36	892
1	36	904
1	359	420
1	359	954
1	362	420
1	362	904
1	420	904
1	420	954
1	859	892
1	859	904
1	859	954
1	892	904
1	904	954
2	3	413
2	3	881
2	3	947
2	359	413
2	359	954
2	413	947
2	413	954
2	859	881
2	859	954
2	881	947
2	881	954
2	947	954
3	4	517
3	4	886
3	4	940
3	413	517
3	413	947
3	517	940
3	517	947
3	855	881
3	855	886
3	855	940
3	855	947
3	881	947
3	886	940
3	940	947
4	5	365
4	5	886
4	5	951
4	365	517
4	365	940
4	365	951
4	517	940
4	886	940
4	886	951
4	940	951
5	6	508
5	6	885
5	6	951
5	365	508
5	365	951
5	508	951
5	857	885
5	857	886
5	857	951
5	885	951
5	886	951
6	7	539
6	7	889
6	7	931
6	508	667
6	508	951
6	539	667
6	539	931
6	667	931
6	667	951
6	667	953
6	863	885
6	863	889
6	863	931
6	863	953
6	885	951
6	885	953
6	889	931
6	931	953
6	951	953
7	8	846
7	8	889
7	8	931
7	539	632
7	539	931
7	632	846
7	632	931
7	846	931
7	889	931
8	9	696
8	9	883
8	9	913
8	600	696
8	600	846
8	600	913
8	600	914
8	696	913
8	846	914
8	846	931
8	865	883
8	865	889
8	865	914
8	883	913
8	883	914
8	889	914
8	889	931
8	913	914
8	914	931
9	10	684
9	10	887
9	10	913
9	684	696
9	684	913
9	696	913
9	866	883
9	866	887
9	866	913
9	883	913
9	887	913
10	11	410
10	11	887
10	11	942
10	410	684
10	410	942
10	684	913
10	684	942
10	887	913
10	887	942
10	913	942
11	12	416
11	12	877
11	12	929
11	361	410
11	361	416
11	361	929
11	410	929
11	410	942
11	416	929
11	853	877
11	853	887
11	853	942
11	877	929
11	877	942
11	887	942
11	929	942
12	13	416
12	13	848
12	13	929
12	416	929
12	848	877
12	848	929
12	877	929
13	14	502
13	14	871
13	14	952
13	416	530
13	416	925
13	416	929
13	502	530
13	502	925
13	502	952
13	530	925
13	848	871
13	848	925
13	848	929
13	848	952
13	871	952
13	925	929
13	925	952
14	15	364
14	15	852
14	15	933
14	364	502
14	364	933
14	502	933
14	502	952
14	852	871
14	852	933
14	852	952
14	871	952
14	933	952
15	16	535
15	16	876
15	16	961
15	364	535
15	364	933
15	364	961
15	535	961
15	852	876
15	852	933
15	876	933
15	876	961
15	933	961
16	17	494
16	17	875
16	17	935
16	494	535
16	494	935
16	494	961
16	535	961
16	860	875
16	860	876
16	860	961
16	875	935
16	875	961
16	876	961
16	935	961
17	18	422
17	18	849
17	18	906
17	422	494
17	422	906
17	422	935
17	494	935
17	849	875
17	849	906
17	849	935
17	875	935
17	906	935
18	19	407
18	19	872
18	19	906
18	407	415
18	407	906
18	415	422
18	415	906
18	422	906
18	849	872
18	849	906
18	872	906
19	20	425
19	20	851
19	20	939
19	407	425
19	407	906
19	407	939
19	425	939
19	851	872
19	851	906
19	851	939
19	872	906
19	906	939
20	21	408
20	21	879
20	21	939
20	408	425
20	408	939
20	425	939
20	851	879
20	851	939
20	879	939
21	22	688
21	22	888
21	22	896
21	408	610
21	408	896
21	408	939
21	610	688
21	610	896
21	688	896
21	856	879
21	856	888
21	856	896
21	879	896
21	879	939
21	888	896
21	896	939
22	23	688
22	23	888
22	23	897
22	688	896
22	688	897
22	888	896
22	888	897
22	896	897
23	24	691
23	24	884
23	24	964
23	418	483
23	418	688
23	418	897
23	483	691
23	483	897
23	688	897
23	691	897
23	691	964
23	854	884
23	854	888
23	854	897
23	884	897
23	884	964
23	888	897
23	897	964
24	25	545
24	25	890
24	25	950
24	545	691
24	545	950
24	545	964
24	691	964
24	862	884
24	862	890
24	862	964
24	884	964
